"County","FullName","Party","No","Votes","VR"
"屏東縣","屏東縣春日鄉","軍公教聯盟黨","5","13",0.0059
"屏東縣","屏東縣春日鄉","民國黨","6","60",0.0274
"屏東縣","屏東縣春日鄉","信心希望聯盟","7","65",0.0297
"屏東縣","屏東縣春日鄉","中華統一促進黨","8","11",0.005
"屏東縣","屏東縣春日鄉","中國國民黨","9","1435",0.6567
"屏東縣","屏東縣春日鄉","台灣團結聯盟","10","28",0.0128
"屏東縣","屏東縣春日鄉","時代力量","11","58",0.0265
"屏東縣","屏東縣春日鄉","大愛憲改聯盟","12","3",0.0013
"屏東縣","屏東縣春日鄉","綠黨社會民主黨聯盟","13","22",0.01
"屏東縣","屏東縣春日鄉","台灣獨立黨","14","6",0.0027
"屏東縣","屏東縣春日鄉","無黨團結聯盟","15","33",0.0151
"屏東縣","屏東縣春日鄉","新黨","16","37",0.0169
"屏東縣","屏東縣春日鄉","健保免費連線","17","8",0.0036
"屏東縣","屏東縣春日鄉","樹黨","18","2",9e-04
"屏東縣","屏東縣獅子鄉","民主進步黨","1","297",0.1246
"屏東縣","屏東縣獅子鄉","親民黨","2","267",0.112
"屏東縣","屏東縣獅子鄉","自由台灣黨","3","10",0.0041
"屏東縣","屏東縣獅子鄉","和平鴿聯盟黨","4","1",4e-04
"屏東縣","屏東縣獅子鄉","軍公教聯盟黨","5","37",0.0155
"屏東縣","屏東縣獅子鄉","民國黨","6","56",0.0235
"屏東縣","屏東縣獅子鄉","信心希望聯盟","7","153",0.0642
"屏東縣","屏東縣獅子鄉","中華統一促進黨","8","6",0.0025
"屏東縣","屏東縣獅子鄉","中國國民黨","9","1425",0.5982
"屏東縣","屏東縣獅子鄉","台灣團結聯盟","10","15",0.0062
"屏東縣","屏東縣獅子鄉","時代力量","11","36",0.0151
"屏東縣","屏東縣獅子鄉","大愛憲改聯盟","12","3",0.0012
"屏東縣","屏東縣獅子鄉","綠黨社會民主黨聯盟","13","20",0.0083
"屏東縣","屏東縣獅子鄉","台灣獨立黨","14","5",0.002
"屏東縣","屏東縣獅子鄉","無黨團結聯盟","15","5",0.002
"屏東縣","屏東縣獅子鄉","新黨","16","39",0.0163
"屏東縣","屏東縣獅子鄉","健保免費連線","17","7",0.0029
"屏東縣","屏東縣獅子鄉","樹黨","18","0",0
"屏東縣","屏東縣牡丹鄉","民主進步黨","1","261",0.1227
"屏東縣","屏東縣牡丹鄉","親民黨","2","307",0.1444
"屏東縣","屏東縣牡丹鄉","自由台灣黨","3","11",0.0051
"屏東縣","屏東縣牡丹鄉","和平鴿聯盟黨","4","6",0.0028
"屏東縣","屏東縣牡丹鄉","軍公教聯盟黨","5","15",0.007
"屏東縣","屏東縣牡丹鄉","民國黨","6","34",0.0159
"屏東縣","屏東縣牡丹鄉","信心希望聯盟","7","75",0.0352
"屏東縣","屏東縣牡丹鄉","中華統一促進黨","8","3",0.0014
"屏東縣","屏東縣牡丹鄉","中國國民黨","9","1248",0.587
"屏東縣","屏東縣牡丹鄉","台灣團結聯盟","10","12",0.0056
"屏東縣","屏東縣牡丹鄉","時代力量","11","50",0.0235
"屏東縣","屏東縣牡丹鄉","大愛憲改聯盟","12","0",0
"屏東縣","屏東縣牡丹鄉","綠黨社會民主黨聯盟","13","20",0.0094
"屏東縣","屏東縣牡丹鄉","台灣獨立黨","14","2",9e-04
"屏東縣","屏東縣牡丹鄉","無黨團結聯盟","15","14",0.0065
"屏東縣","屏東縣牡丹鄉","新黨","16","52",0.0244
"屏東縣","屏東縣牡丹鄉","健保免費連線","17","13",0.0061
"屏東縣","屏東縣牡丹鄉","樹黨","18","3",0.0014
"臺東縣","臺東縣臺東市","民主進步黨","1","15930",0.3298
"臺東縣","臺東縣臺東市","親民黨","2","3999",0.0828
"臺東縣","臺東縣臺東市","自由台灣黨","3","207",0.0042
"臺東縣","臺東縣臺東市","和平鴿聯盟黨","4","78",0.0016
"臺東縣","臺東縣臺東市","軍公教聯盟黨","5","753",0.0155
"臺東縣","臺東縣臺東市","民國黨","6","881",0.0182
"臺東縣","臺東縣臺東市","信心希望聯盟","7","1141",0.0236
"臺東縣","臺東縣臺東市","中華統一促進黨","8","201",0.0041
"臺東縣","臺東縣臺東市","中國國民黨","9","17707",0.3666
"臺東縣","臺東縣臺東市","台灣團結聯盟","10","1073",0.0222
"臺東縣","臺東縣臺東市","時代力量","11","2078",0.043
"臺東縣","臺東縣臺東市","大愛憲改聯盟","12","54",0.0011
"臺東縣","臺東縣臺東市","綠黨社會民主黨聯盟","13","1124",0.0232
"臺東縣","臺東縣臺東市","台灣獨立黨","14","109",0.0022
"臺東縣","臺東縣臺東市","無黨團結聯盟","15","201",0.0041
"臺東縣","臺東縣臺東市","新黨","16","2377",0.0492
"臺東縣","臺東縣臺東市","健保免費連線","17","170",0.0035
"臺東縣","臺東縣臺東市","樹黨","18","208",0.0043
"臺東縣","臺東縣成功鎮","民主進步黨","1","1399",0.2463
"臺東縣","臺東縣成功鎮","親民黨","2","538",0.0947
"臺東縣","臺東縣成功鎮","自由台灣黨","3","54",0.0095
"臺東縣","臺東縣成功鎮","和平鴿聯盟黨","4","8",0.0014
"臺東縣","臺東縣成功鎮","軍公教聯盟黨","5","39",0.0068
"臺東縣","臺東縣成功鎮","民國黨","6","121",0.0213
"臺東縣","臺東縣成功鎮","信心希望聯盟","7","156",0.0274
"臺東縣","臺東縣成功鎮","中華統一促進黨","8","27",0.0047
"臺東縣","臺東縣成功鎮","中國國民黨","9","2741",0.4826
"臺東縣","臺東縣成功鎮","台灣團結聯盟","10","87",0.0153
"臺東縣","臺東縣成功鎮","時代力量","11","220",0.0387
"臺東縣","臺東縣成功鎮","大愛憲改聯盟","12","9",0.0015
"臺東縣","臺東縣成功鎮","綠黨社會民主黨聯盟","13","75",0.0132
"臺東縣","臺東縣成功鎮","台灣獨立黨","14","13",0.0022
"臺東縣","臺東縣成功鎮","無黨團結聯盟","15","15",0.0026
"臺東縣","臺東縣成功鎮","新黨","16","143",0.0251
"臺東縣","臺東縣成功鎮","健保免費連線","17","24",0.0042
"臺東縣","臺東縣成功鎮","樹黨","18","10",0.0017
"臺東縣","臺東縣關山鎮","民主進步黨","1","1120",0.3013
"臺東縣","臺東縣關山鎮","親民黨","2","286",0.0769
"臺東縣","臺東縣關山鎮","自由台灣黨","3","35",0.0094
"臺東縣","臺東縣關山鎮","和平鴿聯盟黨","4","12",0.0032
"臺東縣","臺東縣關山鎮","軍公教聯盟黨","5","32",0.0086
"臺東縣","臺東縣關山鎮","民國黨","6","73",0.0196
"臺東縣","臺東縣關山鎮","信心希望聯盟","7","26",0.0069
"臺東縣","臺東縣關山鎮","中華統一促進黨","8","6",0.0016
"臺東縣","臺東縣關山鎮","中國國民黨","9","1673",0.4502
"臺東縣","臺東縣關山鎮","台灣團結聯盟","10","72",0.0193
"臺東縣","臺東縣關山鎮","時代力量","11","115",0.0309
"臺東縣","臺東縣關山鎮","大愛憲改聯盟","12","7",0.0018
"臺東縣","臺東縣關山鎮","綠黨社會民主黨聯盟","13","64",0.0172
"臺東縣","臺東縣關山鎮","台灣獨立黨","14","9",0.0024
"臺東縣","臺東縣關山鎮","無黨團結聯盟","15","20",0.0053
"臺東縣","臺東縣關山鎮","新黨","16","141",0.0379
"臺東縣","臺東縣關山鎮","健保免費連線","17","14",0.0037
"臺東縣","臺東縣關山鎮","樹黨","18","11",0.0029
"臺東縣","臺東縣卑南鄉","民主進步黨","1","2816",0.3489
"臺東縣","臺東縣卑南鄉","親民黨","2","701",0.0868
"臺東縣","臺東縣卑南鄉","自由台灣黨","3","55",0.0068
"臺東縣","臺東縣卑南鄉","和平鴿聯盟黨","4","14",0.0017
"臺東縣","臺東縣卑南鄉","軍公教聯盟黨","5","62",0.0076
"臺東縣","臺東縣卑南鄉","民國黨","6","107",0.0132
"臺東縣","臺東縣卑南鄉","信心希望聯盟","7","195",0.0241
"臺東縣","臺東縣卑南鄉","中華統一促進黨","8","39",0.0048
"臺東縣","臺東縣卑南鄉","中國國民黨","9","3088",0.3826
"臺東縣","臺東縣卑南鄉","台灣團結聯盟","10","186",0.023
"臺東縣","臺東縣卑南鄉","時代力量","11","252",0.0312
"臺東縣","臺東縣卑南鄉","大愛憲改聯盟","12","13",0.0016
"臺東縣","臺東縣卑南鄉","綠黨社會民主黨聯盟","13","151",0.0187
"臺東縣","臺東縣卑南鄉","台灣獨立黨","14","23",0.0028
"臺東縣","臺東縣卑南鄉","無黨團結聯盟","15","45",0.0055
"臺東縣","臺東縣卑南鄉","新黨","16","264",0.0327
"臺東縣","臺東縣卑南鄉","健保免費連線","17","36",0.0044
"臺東縣","臺東縣卑南鄉","樹黨","18","22",0.0027
"臺東縣","臺東縣鹿野鄉","民主進步黨","1","1302",0.3724
"臺東縣","臺東縣鹿野鄉","親民黨","2","266",0.076
"臺東縣","臺東縣鹿野鄉","自由台灣黨","3","28",0.008
"臺東縣","臺東縣鹿野鄉","和平鴿聯盟黨","4","15",0.0042
"臺東縣","臺東縣鹿野鄉","軍公教聯盟黨","5","30",0.0085
"臺東縣","臺東縣鹿野鄉","民國黨","6","47",0.0134
"臺東縣","臺東縣鹿野鄉","信心希望聯盟","7","29",0.0082
"臺東縣","臺東縣鹿野鄉","中華統一促進黨","8","12",0.0034
"臺東縣","臺東縣鹿野鄉","中國國民黨","9","1265",0.3618
"臺東縣","臺東縣鹿野鄉","台灣團結聯盟","10","85",0.0243
"臺東縣","臺東縣鹿野鄉","時代力量","11","112",0.032
"臺東縣","臺東縣鹿野鄉","大愛憲改聯盟","12","3",8e-04
"臺東縣","臺東縣鹿野鄉","綠黨社會民主黨聯盟","13","102",0.0291
"臺東縣","臺東縣鹿野鄉","台灣獨立黨","14","9",0.0025
"臺東縣","臺東縣鹿野鄉","無黨團結聯盟","15","61",0.0174
"臺東縣","臺東縣鹿野鄉","新黨","16","103",0.0294
"臺東縣","臺東縣鹿野鄉","健保免費連線","17","9",0.0025
"臺東縣","臺東縣鹿野鄉","樹黨","18","18",0.0051
"臺東縣","臺東縣池上鄉","民主進步黨","1","1198",0.3516
"臺東縣","臺東縣池上鄉","親民黨","2","224",0.0657
"臺東縣","臺東縣池上鄉","自由台灣黨","3","22",0.0064
"臺東縣","臺東縣池上鄉","和平鴿聯盟黨","4","3",8e-04
"臺東縣","臺東縣池上鄉","軍公教聯盟黨","5","37",0.0108
"臺東縣","臺東縣池上鄉","民國黨","6","56",0.0164
"臺東縣","臺東縣池上鄉","信心希望聯盟","7","38",0.0111
"臺東縣","臺東縣池上鄉","中華統一促進黨","8","22",0.0064
"臺東縣","臺東縣池上鄉","中國國民黨","9","1389",0.4076
"臺東縣","臺東縣池上鄉","台灣團結聯盟","10","102",0.0299
"臺東縣","臺東縣池上鄉","時代力量","11","104",0.0305
"臺東縣","臺東縣池上鄉","大愛憲改聯盟","12","7",0.002
"臺東縣","臺東縣池上鄉","綠黨社會民主黨聯盟","13","77",0.0226
"臺東縣","臺東縣池上鄉","台灣獨立黨","14","12",0.0035
"臺東縣","臺東縣池上鄉","無黨團結聯盟","15","9",0.0026
"臺東縣","臺東縣池上鄉","新黨","16","85",0.0249
"臺東縣","臺東縣池上鄉","健保免費連線","17","10",0.0029
"臺東縣","臺東縣池上鄉","樹黨","18","12",0.0035
"臺東縣","臺東縣東河鄉","民主進步黨","1","913",0.2493
"臺東縣","臺東縣東河鄉","親民黨","2","265",0.0723
"臺東縣","臺東縣東河鄉","自由台灣黨","3","24",0.0065
"臺東縣","臺東縣東河鄉","和平鴿聯盟黨","4","7",0.0019
"臺東縣","臺東縣東河鄉","軍公教聯盟黨","5","23",0.0062
"臺東縣","臺東縣東河鄉","民國黨","6","66",0.018
"臺東縣","臺東縣東河鄉","信心希望聯盟","7","60",0.0163
"臺東縣","臺東縣東河鄉","中華統一促進黨","8","15",0.004
"臺東縣","臺東縣東河鄉","中國國民黨","9","1856",0.5068
"臺東縣","臺東縣東河鄉","台灣團結聯盟","10","97",0.0264
"臺東縣","臺東縣東河鄉","時代力量","11","106",0.0289
"臺東縣","臺東縣東河鄉","大愛憲改聯盟","12","8",0.0021
"臺東縣","臺東縣東河鄉","綠黨社會民主黨聯盟","13","89",0.0243
"臺東縣","臺東縣東河鄉","台灣獨立黨","14","12",0.0032
"臺東縣","臺東縣東河鄉","無黨團結聯盟","15","11",0.003
"臺東縣","臺東縣東河鄉","新黨","16","80",0.0218
"臺東縣","臺東縣東河鄉","健保免費連線","17","13",0.0035
"臺東縣","臺東縣東河鄉","樹黨","18","17",0.0046
"臺東縣","臺東縣長濱鄉","民主進步黨","1","716",0.2411
"臺東縣","臺東縣長濱鄉","親民黨","2","225",0.0757
"臺東縣","臺東縣長濱鄉","自由台灣黨","3","29",0.0097
"臺東縣","臺東縣長濱鄉","和平鴿聯盟黨","4","9",0.003
"臺東縣","臺東縣長濱鄉","軍公教聯盟黨","5","36",0.0121
"臺東縣","臺東縣長濱鄉","民國黨","6","57",0.0191
"臺東縣","臺東縣長濱鄉","信心希望聯盟","7","64",0.0215
"臺東縣","臺東縣長濱鄉","中華統一促進黨","8","3",0.001
"臺東縣","臺東縣長濱鄉","中國國民黨","9","1512",0.5092
"臺東縣","臺東縣長濱鄉","台灣團結聯盟","10","38",0.0127
"臺東縣","臺東縣長濱鄉","時代力量","11","108",0.0363
"臺東縣","臺東縣長濱鄉","大愛憲改聯盟","12","3",0.001
"臺東縣","臺東縣長濱鄉","綠黨社會民主黨聯盟","13","74",0.0249
"臺東縣","臺東縣長濱鄉","台灣獨立黨","14","9",0.003
"臺東縣","臺東縣長濱鄉","無黨團結聯盟","15","6",0.002
"臺東縣","臺東縣長濱鄉","新黨","16","60",0.0202
"臺東縣","臺東縣長濱鄉","健保免費連線","17","10",0.0033
"臺東縣","臺東縣長濱鄉","樹黨","18","10",0.0033
"臺東縣","臺東縣太麻里鄉","民主進步黨","1","1649",0.3284
"臺東縣","臺東縣太麻里鄉","親民黨","2","413",0.0822
"臺東縣","臺東縣太麻里鄉","自由台灣黨","3","27",0.0053
"臺東縣","臺東縣太麻里鄉","和平鴿聯盟黨","4","13",0.0025
"臺東縣","臺東縣太麻里鄉","軍公教聯盟黨","5","39",0.0077
"臺東縣","臺東縣太麻里鄉","民國黨","6","91",0.0181
"臺東縣","臺東縣太麻里鄉","信心希望聯盟","7","189",0.0376
"臺東縣","臺東縣太麻里鄉","中華統一促進黨","8","15",0.0029
"臺東縣","臺東縣太麻里鄉","中國國民黨","9","2081",0.4145
"臺東縣","臺東縣太麻里鄉","台灣團結聯盟","10","112",0.0223
"臺東縣","臺東縣太麻里鄉","時代力量","11","124",0.0247
"臺東縣","臺東縣太麻里鄉","大愛憲改聯盟","12","2",3e-04
"臺東縣","臺東縣太麻里鄉","綠黨社會民主黨聯盟","13","64",0.0127
"臺東縣","臺東縣太麻里鄉","台灣獨立黨","14","15",0.0029
"臺東縣","臺東縣太麻里鄉","無黨團結聯盟","15","15",0.0029
"臺東縣","臺東縣太麻里鄉","新黨","16","141",0.028
"臺東縣","臺東縣太麻里鄉","健保免費連線","17","9",0.0017
"臺東縣","臺東縣太麻里鄉","樹黨","18","21",0.0041
"臺東縣","臺東縣大武鄉","民主進步黨","1","588",0.2394
"臺東縣","臺東縣大武鄉","親民黨","2","215",0.0875
"臺東縣","臺東縣大武鄉","自由台灣黨","3","12",0.0048
"臺東縣","臺東縣大武鄉","和平鴿聯盟黨","4","6",0.0024
"臺東縣","臺東縣大武鄉","軍公教聯盟黨","5","15",0.0061
"臺東縣","臺東縣大武鄉","民國黨","6","35",0.0142
"臺東縣","臺東縣大武鄉","信心希望聯盟","7","123",0.05
"臺東縣","臺東縣大武鄉","中華統一促進黨","8","6",0.0024
"臺東縣","臺東縣大武鄉","中國國民黨","9","1244",0.5065
"臺東縣","臺東縣大武鄉","台灣團結聯盟","10","55",0.0223
"臺東縣","臺東縣大武鄉","時代力量","11","62",0.0252
"臺東縣","臺東縣大武鄉","大愛憲改聯盟","12","3",0.0012
"臺東縣","臺東縣大武鄉","綠黨社會民主黨聯盟","13","19",0.0077
"臺東縣","臺東縣大武鄉","台灣獨立黨","14","1",4e-04
"臺東縣","臺東縣大武鄉","無黨團結聯盟","15","1",4e-04
"臺東縣","臺東縣大武鄉","新黨","16","62",0.0252
"臺東縣","臺東縣大武鄉","健保免費連線","17","9",0.0036
"臺東縣","臺東縣大武鄉","樹黨","18","0",0
"臺東縣","臺東縣綠島鄉","民主進步黨","1","199",0.1909
"臺東縣","臺東縣綠島鄉","親民黨","2","118",0.1132
"臺東縣","臺東縣綠島鄉","自由台灣黨","3","4",0.0038
"臺東縣","臺東縣綠島鄉","和平鴿聯盟黨","4","2",0.0019
"臺東縣","臺東縣綠島鄉","軍公教聯盟黨","5","13",0.0124
"臺東縣","臺東縣綠島鄉","民國黨","6","15",0.0143
"臺東縣","臺東縣綠島鄉","信心希望聯盟","7","8",0.0076
"臺東縣","臺東縣綠島鄉","中華統一促進黨","8","2",0.0019
"臺東縣","臺東縣綠島鄉","中國國民黨","9","549",0.5268
"臺東縣","臺東縣綠島鄉","台灣團結聯盟","10","17",0.0163
"臺東縣","臺東縣綠島鄉","時代力量","11","32",0.0307
"臺東縣","臺東縣綠島鄉","大愛憲改聯盟","12","0",0
"臺東縣","臺東縣綠島鄉","綠黨社會民主黨聯盟","13","19",0.0182
"臺東縣","臺東縣綠島鄉","台灣獨立黨","14","4",0.0038
"臺東縣","臺東縣綠島鄉","無黨團結聯盟","15","8",0.0076
"臺東縣","臺東縣綠島鄉","新黨","16","45",0.0431
"臺東縣","臺東縣綠島鄉","健保免費連線","17","6",0.0057
"臺東縣","臺東縣綠島鄉","樹黨","18","1",9e-04
"臺東縣","臺東縣海端鄉","民主進步黨","1","172",0.1034
"臺東縣","臺東縣海端鄉","親民黨","2","142",0.0854
"臺東縣","臺東縣海端鄉","自由台灣黨","3","18",0.0108
"臺東縣","臺東縣海端鄉","和平鴿聯盟黨","4","7",0.0042
"臺東縣","臺東縣海端鄉","軍公教聯盟黨","5","32",0.0192
"臺東縣","臺東縣海端鄉","民國黨","6","59",0.0354
"臺東縣","臺東縣海端鄉","信心希望聯盟","7","70",0.0421
"臺東縣","臺東縣海端鄉","中華統一促進黨","8","2",0.0012
"臺東縣","臺東縣海端鄉","中國國民黨","9","1002",0.6028
"臺東縣","臺東縣海端鄉","台灣團結聯盟","10","21",0.0126
"臺東縣","臺東縣海端鄉","時代力量","11","57",0.0342
"臺東縣","臺東縣海端鄉","大愛憲改聯盟","12","5",0.003
"臺東縣","臺東縣海端鄉","綠黨社會民主黨聯盟","13","11",0.0066
"臺東縣","臺東縣海端鄉","台灣獨立黨","14","4",0.0024
"臺東縣","臺東縣海端鄉","無黨團結聯盟","15","15",0.009
"臺東縣","臺東縣海端鄉","新黨","16","37",0.0222
"臺東縣","臺東縣海端鄉","健保免費連線","17","4",0.0024
"臺東縣","臺東縣海端鄉","樹黨","18","4",0.0024
"臺東縣","臺東縣延平鄉","民主進步黨","1","182",0.122
"臺東縣","臺東縣延平鄉","親民黨","2","75",0.0503
"臺東縣","臺東縣延平鄉","自由台灣黨","3","7",0.0046
"臺東縣","臺東縣延平鄉","和平鴿聯盟黨","4","1",6e-04
"臺東縣","臺東縣延平鄉","軍公教聯盟黨","5","36",0.0241
"臺東縣","臺東縣延平鄉","民國黨","6","49",0.0328
"臺東縣","臺東縣延平鄉","信心希望聯盟","7","154",0.1032
"臺東縣","臺東縣延平鄉","中華統一促進黨","8","4",0.0026
"臺東縣","臺東縣延平鄉","中國國民黨","9","883",0.5922
"臺東縣","臺東縣延平鄉","台灣團結聯盟","10","9",0.006
"臺東縣","臺東縣延平鄉","時代力量","11","30",0.0201
"臺東縣","臺東縣延平鄉","大愛憲改聯盟","12","3",0.002
"臺東縣","臺東縣延平鄉","綠黨社會民主黨聯盟","13","10",0.0067
"臺東縣","臺東縣延平鄉","台灣獨立黨","14","3",0.002
"臺東縣","臺東縣延平鄉","無黨團結聯盟","15","3",0.002
"臺東縣","臺東縣延平鄉","新黨","16","27",0.0181
"臺東縣","臺東縣延平鄉","健保免費連線","17","6",0.004
"臺東縣","臺東縣延平鄉","樹黨","18","9",0.006
"臺東縣","臺東縣金峰鄉","民主進步黨","1","94",0.0574
"臺東縣","臺東縣金峰鄉","親民黨","2","125",0.0764
"臺東縣","臺東縣金峰鄉","自由台灣黨","3","4",0.0024
"臺東縣","臺東縣金峰鄉","和平鴿聯盟黨","4","2",0.0012
"臺東縣","臺東縣金峰鄉","軍公教聯盟黨","5","10",0.0061
"臺東縣","臺東縣金峰鄉","民國黨","6","19",0.0116
"臺東縣","臺東縣金峰鄉","信心希望聯盟","7","163",0.0996
"臺東縣","臺東縣金峰鄉","中華統一促進黨","8","5",0.003
"臺東縣","臺東縣金峰鄉","中國國民黨","9","1120",0.6845
"臺東縣","臺東縣金峰鄉","台灣團結聯盟","10","10",0.0061
"臺東縣","臺東縣金峰鄉","時代力量","11","29",0.0177
"臺東縣","臺東縣金峰鄉","大愛憲改聯盟","12","0",0
"臺東縣","臺東縣金峰鄉","綠黨社會民主黨聯盟","13","16",0.0097
"臺東縣","臺東縣金峰鄉","台灣獨立黨","14","1",6e-04
"臺東縣","臺東縣金峰鄉","無黨團結聯盟","15","3",0.0018
"臺東縣","臺東縣金峰鄉","新黨","16","32",0.0195
"臺東縣","臺東縣金峰鄉","健保免費連線","17","2",0.0012
"臺東縣","臺東縣金峰鄉","樹黨","18","1",6e-04
"臺東縣","臺東縣達仁鄉","民主進步黨","1","145",0.0955
"臺東縣","臺東縣達仁鄉","親民黨","2","106",0.0698
"臺東縣","臺東縣達仁鄉","自由台灣黨","3","3",0.0019
"臺東縣","臺東縣達仁鄉","和平鴿聯盟黨","4","1",6e-04
"臺東縣","臺東縣達仁鄉","軍公教聯盟黨","5","15",0.0098
"臺東縣","臺東縣達仁鄉","民國黨","6","26",0.0171
"臺東縣","臺東縣達仁鄉","信心希望聯盟","7","125",0.0823
"臺東縣","臺東縣達仁鄉","中華統一促進黨","8","2",0.0013
"臺東縣","臺東縣達仁鄉","中國國民黨","9","997",0.6572
"臺東縣","臺東縣達仁鄉","台灣團結聯盟","10","11",0.0072
"臺東縣","臺東縣達仁鄉","時代力量","11","32",0.021
"臺東縣","臺東縣達仁鄉","大愛憲改聯盟","12","0",0
"臺東縣","臺東縣達仁鄉","綠黨社會民主黨聯盟","13","10",0.0065
"臺東縣","臺東縣達仁鄉","台灣獨立黨","14","0",0
"臺東縣","臺東縣達仁鄉","無黨團結聯盟","15","7",0.0046
"臺東縣","臺東縣達仁鄉","新黨","16","33",0.0217
"臺東縣","臺東縣達仁鄉","健保免費連線","17","2",0.0013
"臺東縣","臺東縣達仁鄉","樹黨","18","2",0.0013
"臺東縣","臺東縣蘭嶼鄉","民主進步黨","1","159",0.1329
"臺東縣","臺東縣蘭嶼鄉","親民黨","2","251",0.2098
"臺東縣","臺東縣蘭嶼鄉","自由台灣黨","3","16",0.0133
"臺東縣","臺東縣蘭嶼鄉","和平鴿聯盟黨","4","9",0.0075
"臺東縣","臺東縣蘭嶼鄉","軍公教聯盟黨","5","15",0.0125
"臺東縣","臺東縣蘭嶼鄉","民國黨","6","19",0.0158
"臺東縣","臺東縣蘭嶼鄉","信心希望聯盟","7","70",0.0585
"臺東縣","臺東縣蘭嶼鄉","中華統一促進黨","8","6",0.005
"臺東縣","臺東縣蘭嶼鄉","中國國民黨","9","438",0.3662
"臺東縣","臺東縣蘭嶼鄉","台灣團結聯盟","10","20",0.0167
"臺東縣","臺東縣蘭嶼鄉","時代力量","11","57",0.0476
"臺東縣","臺東縣蘭嶼鄉","大愛憲改聯盟","12","3",0.0025
"臺東縣","臺東縣蘭嶼鄉","綠黨社會民主黨聯盟","13","51",0.0426
"臺東縣","臺東縣蘭嶼鄉","台灣獨立黨","14","5",0.0041
"臺東縣","臺東縣蘭嶼鄉","無黨團結聯盟","15","11",0.0091
"臺東縣","臺東縣蘭嶼鄉","新黨","16","54",0.0451
"臺東縣","臺東縣蘭嶼鄉","健保免費連線","17","4",0.0033
"臺東縣","臺東縣蘭嶼鄉","樹黨","18","8",0.0066
"花蓮縣","花蓮縣花蓮市","民主進步黨","1","14876",0.2971
"花蓮縣","花蓮縣花蓮市","親民黨","2","3736",0.0746
"花蓮縣","花蓮縣花蓮市","自由台灣黨","3","135",0.0026
"花蓮縣","花蓮縣花蓮市","和平鴿聯盟黨","4","128",0.0025
"花蓮縣","花蓮縣花蓮市","軍公教聯盟黨","5","609",0.0121
"花蓮縣","花蓮縣花蓮市","民國黨","6","619",0.0123
"花蓮縣","花蓮縣花蓮市","信心希望聯盟","7","1965",0.0392
"花蓮縣","花蓮縣花蓮市","中華統一促進黨","8","248",0.0049
"花蓮縣","花蓮縣花蓮市","中國國民黨","9","20138",0.4023
"花蓮縣","花蓮縣花蓮市","台灣團結聯盟","10","691",0.0138
"花蓮縣","花蓮縣花蓮市","時代力量","11","2136",0.0426
"花蓮縣","花蓮縣花蓮市","大愛憲改聯盟","12","42",8e-04
"花蓮縣","花蓮縣花蓮市","綠黨社會民主黨聯盟","13","1491",0.0297
"花蓮縣","花蓮縣花蓮市","台灣獨立黨","14","89",0.0017
"花蓮縣","花蓮縣花蓮市","無黨團結聯盟","15","138",0.0027
"花蓮縣","花蓮縣花蓮市","新黨","16","2629",0.0525
"花蓮縣","花蓮縣花蓮市","健保免費連線","17","136",0.0027
"花蓮縣","花蓮縣花蓮市","樹黨","18","249",0.0049
"花蓮縣","花蓮縣鳳林鎮","民主進步黨","1","1537",0.2818
"花蓮縣","花蓮縣鳳林鎮","親民黨","2","382",0.07
"花蓮縣","花蓮縣鳳林鎮","自由台灣黨","3","13",0.0023
"花蓮縣","花蓮縣鳳林鎮","和平鴿聯盟黨","4","23",0.0042
"花蓮縣","花蓮縣鳳林鎮","軍公教聯盟黨","5","52",0.0095
"花蓮縣","花蓮縣鳳林鎮","民國黨","6","65",0.0119
"花蓮縣","花蓮縣鳳林鎮","信心希望聯盟","7","73",0.0133
"花蓮縣","花蓮縣鳳林鎮","中華統一促進黨","8","23",0.0042
"花蓮縣","花蓮縣鳳林鎮","中國國民黨","9","2620",0.4804
"花蓮縣","花蓮縣鳳林鎮","台灣團結聯盟","10","95",0.0174
"花蓮縣","花蓮縣鳳林鎮","時代力量","11","260",0.0476
"花蓮縣","花蓮縣鳳林鎮","大愛憲改聯盟","12","5",9e-04
"花蓮縣","花蓮縣鳳林鎮","綠黨社會民主黨聯盟","13","92",0.0168
"花蓮縣","花蓮縣鳳林鎮","台灣獨立黨","14","14",0.0025
"花蓮縣","花蓮縣鳳林鎮","無黨團結聯盟","15","14",0.0025
"花蓮縣","花蓮縣鳳林鎮","新黨","16","157",0.0287
"花蓮縣","花蓮縣鳳林鎮","健保免費連線","17","14",0.0025
"花蓮縣","花蓮縣鳳林鎮","樹黨","18","14",0.0025
"花蓮縣","花蓮縣玉里鎮","民主進步黨","1","2811",0.2746
"花蓮縣","花蓮縣玉里鎮","親民黨","2","794",0.0775
"花蓮縣","花蓮縣玉里鎮","自由台灣黨","3","34",0.0033
"花蓮縣","花蓮縣玉里鎮","和平鴿聯盟黨","4","58",0.0056
"花蓮縣","花蓮縣玉里鎮","軍公教聯盟黨","5","86",0.0084
"花蓮縣","花蓮縣玉里鎮","民國黨","6","141",0.0137
"花蓮縣","花蓮縣玉里鎮","信心希望聯盟","7","276",0.0269
"花蓮縣","花蓮縣玉里鎮","中華統一促進黨","8","115",0.0112
"花蓮縣","花蓮縣玉里鎮","中國國民黨","9","4852",0.474
"花蓮縣","花蓮縣玉里鎮","台灣團結聯盟","10","172",0.0168
"花蓮縣","花蓮縣玉里鎮","時代力量","11","345",0.0337
